,swear_word,language,script
1720,g a d h e   k !   z a t,hindi,latin
1721,gad#% ki zat<,hindi,latin
1722,g a n d   m a r a n a,hindi,latin
1723,g @ n d   m a r a n a,hindi,latin
1724,gand marana_,hindi,latin
1725,g@nd marana,hindi,latin
1726,gand mari?,hindi,latin
1727,gg@nd mari,hindi,latin
1728,g @ n d   m a r !   k e,hindi,latin
1729,g a n d   m a r i   k %,hindi,latin
1730,gandd mari k%,hindi,latin
1731,gand mmari k%,hindi,latin
1732,gand marna?,hindi,latin
1733,g@nd marna,hindi,latin
1734,g a n d   m a r n a,hindi,latin
1735,gand mar_,hindi,latin
1736,g a n d    m a r u,hindi,latin
1737,g a n d   m a r u,hindi,latin
1738,g@nd phata,hindi,latin
1739,g a n d   p h a t a,hindi,latin
1740,g@nd pha*a&,hindi,latin
1741,gand p#at!,hindi,latin
1742,gand pha*i],hindi,latin
1743,g@nd p#ati,hindi,latin
1744,g a n d   p h a t i,hindi,latin
1745,g a n d   p # a t i,hindi,latin
1746,g a n d   p # a t o n,hindi,latin
1747,g a n d   p h a t o n,hindi,latin
1748,g a n  d   p h a t o n,hindi,latin
1749,g@nd pph@ton*,hindi,latin
1750,gand p#aton,hindi,latin
1751,"g a n d    p h a t u,",hindi,latin
1752,g@ndd phatu,hindi,latin
1753,gand pha*_,hindi,latin
1754,g a n dd i,hindi,latin
1755,gand!,hindi,latin
1756,gand!<,hindi,latin
1757,gg @ n d m a r a n a,hindi,latin
1758,gandmarana],hindi,latin
1759,g a n d m a r a n a,hindi,latin
1760,g @ n d  m a r i!,hindi,latin
1761,g aa n d m a r !_,hindi,latin
1762,g a n d m a r i@,hindi,latin
1763,gandmarna$,hindi,latin
1764,g@ndm@rna,hindi,latin
1765,g@ndmar_),hindi,latin
1766,gandmmaru,hindi,latin
1767,g a n d m a r  _,hindi,latin
1768,gandmaru!,hindi,latin
1769,g@ndmaru,hindi,latin
1770,g a n d p h a * a,hindi,latin
1771,"gandphata,",hindi,latin
1772,g a n d p h a t a,hindi,latin
1773,g@ndp#ata,hindi,latin
1774,g a n d p h a t i,hindi,latin
1775,gandp#ati,hindi,latin
1776,g a n d p  h a t i(,hindi,latin
1777,gandp#a*i,hindi,latin
1778,g a n d p h  a t i,hindi,latin
1779,g a n d p h a t o n,hindi,latin
1780,g @ n d p # a t o n,hindi,latin
1781,g @ n d p # a t o n^,hindi,latin
1782,g a n d p # a t o n+,hindi,latin
1783,gandphatu{,hindi,latin
1784,g@ndphatu.,hindi,latin
1785,ganndphatu%,hindi,latin
1786,g a n d p h a * u,hindi,latin
1787,g a n d _[,hindi,latin
1788,g a n d _#,hindi,latin
1789,g@ndu,hindi,latin
1790,g a n g b a n g!,english,latin
1791,g a n g b a n g,english,latin
1792,gangbang%d,english,latin
1793,g a n g b a n g e d,english,latin
1794,g a n g b a n  g e d,english,latin
1795,ganngbangs,english,latin
1796,g @ n g b a n g s?,english,latin
1797,g a n g b a n g s,english,latin
1798,ggaylord,english,latin
1799,g @ y l o r d[,english,latin
1800,gays%x,english,latin
1801,g aa y s e x,english,latin
1802,g a y s e x,english,latin
1803,g h @ s s a d,hindi,latin
1804,ghassad!,hindi,latin
1805,g h aa s s a d,hindi,latin
1806,ghassad-,hindi,latin
1807,g # a s s a d,hindi,latin
1808,g h a ss s a d,hindi,latin
1809,ghaassad,hindi,latin
1810,g  # a s s a d,hindi,latin
1811,g h a s s a dd>,hindi,latin
1812,g # @ s t !,hindi,latin
1813,g h a $ t i,hindi,latin
1814,gh@sti,hindi,latin
1815,ghast!,hindi,latin
1816,g h @ s t i,hindi,latin
1817,ghaasti_,hindi,latin
1818,g h @ $ t !],hindi,latin
1819,gh@sti.,hindi,latin
1820,ghh@$ti,hindi,latin
1821,gh@s*i,hindi,latin
1822,goat$ee(,english,latin
1823,g o a t s e,english,latin
1824,ggo@tse,english,latin
1825,goa*se,english,latin
1826,g o a * s e,english,latin
1827,god-dd@m,english,latin
1828,g o d - d @ m,english,latin
1829,g o d - d a m n e d,english,latin
1830,god-damn%d,english,latin
1831,g ( d - d a m n e d,english,latin
1832,godddamn,english,latin
1833,g o d d a m n:,english,latin
1834,godd@mn,english,latin
1835,g o d d a m n,english,latin
1836,g o d d  a m n,english,latin
1837,g(ddamn%d$,english,latin
1838,g o d d a m n e d?,english,latin
1839,godddamn%d,english,latin
1840,godd@mned^,english,latin
1841,h a r a m   z a d a,hindi,latin
1842,#aram  zada,hindi,latin
1843,#arram zada,hindi,latin
1844,h@ram zada,hindi,latin
1845,haram zada?,hindi,latin
1846,hharam zada,hindi,latin
1847,haram zada<,hindi,latin
1848,hharami,hindi,latin
1849,harami#,hindi,latin
1850,haramm!*,hindi,latin
1851,h a r a m i@,hindi,latin
1852,h@rami,hindi,latin
1853,h @ r a m i,hindi,latin
1854,h@rami!,hindi,latin
1855,h a r a m !,hindi,latin
1856,# a r a m i a,hindi,latin
1857,haramia(,hindi,latin
1858,h a r a m i a,hindi,latin
1859,h a r aa m i a,hindi,latin
1860,#aramia#,hindi,latin
1861,haramkhor^,hindi,latin
1862,h a r a m k h o r,hindi,latin
1863,h a r a m k h oo r,hindi,latin
1864,haraamkhor,hindi,latin
1865,#aramkhor?,hindi,latin
1866,h a r a m z a d a,hindi,latin
1867,h a r a m z aa d a,hindi,latin
1868,harramzada,hindi,latin
1869,h a r a m z a d i@,hindi,latin
1870,#aramzadi,hindi,latin
1871,haramzad!?,hindi,latin
1872,# @ r a m z a d i&,hindi,latin
1873,hardcoresex),english,latin
1874,h@rdcoresex,english,latin
1875,"hard,oresex",english,latin
1876,h a r d c o r e $ e x,english,latin
1877,heell,english,latin
1878,h e s h e,english,latin
1879,h e s h e(,english,latin
1880,h e s h  e,english,latin
1881,h%sh%(,english,latin
1882,"h%she,",english,latin
1883,hhijade,hindi,latin
1884,h i j a d e,hindi,latin
1885,h ! jj a d %,hindi,latin
1886,h i j @ d e,hindi,latin
1887,hijda?,hindi,latin
1888,h!jda,hindi,latin
1889,h i j d a,hindi,latin
1890,#ijda+,hindi,latin
1891,h i j d @,hindi,latin
1892,h i  j d @,hindi,latin
1893,h ! j dd a,hindi,latin
1894,# i j d a,hindi,latin
1895,hijra:,hindi,latin
1896,hhijra,hindi,latin
1897,h i j r a,hindi,latin
1898,#ijra,hindi,latin
1899,h i  j r a=,hindi,latin
1900,h!jr@,hindi,latin
1901,hijjra,hindi,latin
1902,h!jra,hindi,latin
1903,hijr@,hindi,latin
1904,h o @ r%,english,latin
1905,#oar,english,latin
1906,h o a r,english,latin
1907,# ( a r,english,latin
1908,#oar>,english,latin
1909,hoare_,english,latin
1910,ho@re,english,latin
1911,h o @ r e@,english,latin
1912,h o a r e,english,latin
1913,h o % r,english,latin
1914,hooer,english,latin
1915,hoer+,english,latin
1916,"# o m o,",english,latin
1917,h o m o(,english,latin
1918,hor%+,english,latin
1919,hore!,english,latin
1920,# ( r e[,english,latin
1921,h o r e,english,latin
1922,h ( r n i e s t,english,latin
1923,hornies*@,english,latin
1924,horn!e$*,english,latin
1925,#orniest,english,latin
1926,h o r n i e s t,english,latin
1927,h oo r n y,english,latin
1928,h o r n y,english,latin
1929,h(rny@,english,latin
1930,h ( rr n y,english,latin
1931,ho*s%x,english,latin
1932,h o t s e x.,english,latin
1933,#otsex%,english,latin
1934,#otsex?,english,latin
1935,ho**sex,english,latin
1936,"ja,k-off)",english,latin
1937,j @ c k - ( f f,english,latin
1938,j a c k o f f^,english,latin
1939,j @@ c ; o f f*,english,latin
1940,j@ck(ff,english,latin
1941,j a c k o f f#,english,latin
1942,j a  c ; o ^ f?,english,latin
1943,jap],english,latin
1944,j @ p,english,latin
1945,j a p>,english,latin
1946,jerk-o^f:,english,latin
1947,j e r ; - o f f:,english,latin
1948,j e r k - o f f,english,latin
1949,j h a a n t-,hindi,latin
1950,j h @ a n t,hindi,latin
1951,jhaaant,hindi,latin
1952,jh@@ant,hindi,latin
1953,jj i g o l o,hindi,latin
1954,j!g(lo,hindi,latin
1955,j i g o l o,hindi,latin
1956,jigollo,hindi,latin
1957,j i s  m,english,latin
1958,jism},english,latin
1959,jism<,english,latin
1960,j i $ m;,english,latin
1961,jiz_,english,latin
1962,j i z,english,latin
1963,j!z+,english,latin
1964,j i z m,english,latin
1965,j ! z m#,english,latin
1966,j i z m:,english,latin
1967,j  i z m,english,latin
1968,j i z z^,english,latin
1969,j i z z,english,latin
1970,jizz<,english,latin
1971,k a m i n a,hindi,latin
1972,k@minaa;,hindi,latin
1973,; a m i n a_,hindi,latin
1974,kamiini#,hindi,latin
1975,kk@mini,hindi,latin
1976,k a m i n i,hindi,latin
1977,;amini,hindi,latin
1978,kamini|,hindi,latin
1979,k@wk-,english,latin
1980,;aw;#,english,latin
1981,k a w k$,english,latin
1982,k a w k,english,latin
1983,k n o b,english,latin
1984,k n o  b,english,latin
1985,knobe@d?,english,latin
1986,k n o b e a d*,english,latin
1987,k n o b e a d,english,latin
1988,; n o b e a d,english,latin
1989,knoobead,english,latin
1990,k n (( b % d*,english,latin
1991,k n ( b e d,english,latin
1992,k n ( b e  d,english,latin
1993,knoobend<,english,latin
1994,k n o b e n d,english,latin
1995,; n ( b e n d,english,latin
1996,k n o b # e a d*,english,latin
1997,knobh%ad,english,latin
1998,k n o b h e @ d,english,latin
1999,;nobhead=,english,latin
2000,;nobhead,english,latin
2001,k nn o b j o c k y,english,latin
2002,k n o b j oo c k y,english,latin
2003,k n ( b j o c k y[,english,latin
2004,;nobjok%y,english,latin
2005,k n o b j o k e y,english,latin
2006,kk n o b j o k e y,english,latin
2007,; n o b j o k e y,english,latin
2008,k(ck,english,latin
2009,"ko,k",english,latin
2010,"ko,k?",english,latin
2011,k ( c k!,english,latin
2012,k(ndum,english,latin
2013,k ( n d uu m,english,latin
2014,k ( n d u m,english,latin
2015,kond_m_,english,latin
2016,k o n d u m s,english,latin
2017,;ondums),english,latin
2018,kondum$,english,latin
2019,kkondum$,english,latin
2020,kuum{,english,latin
2021,k uu m,english,latin
2022,k _  m!,english,latin
2023,;ummer|,english,latin
2024,kummeer*,english,latin
2025,kummer$,english,latin
2026,kumm%r#,english,latin
2027,k u m m i n g&,english,latin
2028,;umming,english,latin
2029,k_mming,english,latin
2030,kummming,english,latin
2031,k_mmming,english,latin
2032,;ums,english,latin
2033,kum$,english,latin
2034,k _ n ! l i n g u s,english,latin
2035,k _ n i l i n g u s,english,latin
2036,k_n!lingus),english,latin
2037,kunilinggu$>,english,latin
2038,k u n i l i n g u s,english,latin
2039,kutte k! zat,hindi,latin
2040,;utte k! zat,hindi,latin
2041,; u t t e   k i   z a t,hindi,latin
2042,kutt% ki zat,hindi,latin
2043,k u t t e   k i   z  a t,hindi,latin
2044,"l3i+cch,",english,latin
2045,l 3 i + c h,english,latin
2046,l3!+ch,english,latin
2047,l3itc#:,english,latin
2048,l 3 i t c h,english,latin
2049,"l3it,,##",english,latin
2050,l3i**ch,english,latin
2051,l3itch%,english,latin
2052,l a b ! a?,english,latin
2053,lab!a,english,latin
2054,l a b i a,english,latin
2055,l a n  d,hindi,latin
2056,l a n d*,hindi,latin
2057,lland marike#,hindi,latin
2058,l a n d   m a r i ; e,hindi,latin
2059,land maarike,hindi,latin
2060,land marikke,hindi,latin
2061,lavda@,hindi,latin
2062,l @@ v d a,hindi,latin
2063,l  a v d a,hindi,latin
2064,lavda&,hindi,latin
2065,lavda_,hindi,latin
2066,l @ v d a,hindi,latin
2067,l a w d a.,hindi,latin
2068,l a w d a,hindi,latin
2069,lawdda,hindi,latin
2070,l@wd@,hindi,latin
2071,lmf@(#,english,latin
2072,l m f a (,english,latin
2073,l m f a o,english,latin
2074,l  m f a o,english,latin
2075,lodda,hindi,latin
2076,lod@>,hindi,latin
2077,l(da.,hindi,latin
2078,l o d a,hindi,latin
2079,l(d@,hindi,latin
2080,l o d a#,hindi,latin
2081,lomdi ki a_laad[,hindi,latin
2082,lomdi ki @_lad#,hindi,latin
2083,lomd! ki a_lad,hindi,latin
2084,lommd! ki a_lad,hindi,latin
2085,l ( m d !   k i   a u l a d@,hindi,latin
2086,lommdi ki z@t,hindi,latin
2087,l o m d i   k i   z a t#,hindi,latin
2088,lunnd=,hindi,latin
2089,l u n d,hindi,latin
2090,l uu n d!,hindi,latin
2091,lund},hindi,latin
2092,llund,hindi,latin
2093,l _ n d w a,hindi,latin
2094,lunddw@,hindi,latin
2095,l u n d w a,hindi,latin
2096,l_st,english,latin
2097,l u s t,english,latin
2098,lu$t%,english,latin
2099,l _ s t,english,latin
2100,l u s t ! n  g,english,latin
2101,lus*ing,english,latin
2102,m 0 f 0,english,latin
2103,m  0 f 0,english,latin
2104,m0ff(,english,latin
2105,m  0 f (?,english,latin
2106,m 0 f o,english,latin
2107,m0fo^,english,latin
2108,m45*erbate,english,latin
2109,m 4 5 t % r b a t e:,english,latin
2110,m 4 5 t e r b a t e],english,latin
2111,m 4 5 t e r b a t e,english,latin
2112,m a 5 t e r b 8,english,latin
2113,m@5terb8,english,latin
2114,ma5terb8?,english,latin
2115,m@5terbate,english,latin
2116,m a 5 t % r b a t %,english,latin
2117,ma5terbate{,english,latin
2118,ma5terbatte},english,latin
2119,m@rana,hindi,latin
2120,marana+,hindi,latin
2121,marana$,hindi,latin
2122,m a r a n a,hindi,latin
2123,m a r a n %<,hindi,latin
2124,m a r a n e,hindi,latin
2125,m a r a n i,hindi,latin
2126,m@rani,hindi,latin
2127,m @ r a n i+,hindi,latin
2128,m@rani&,hindi,latin
2129,masoc#ist,english,latin
2130,"maso,hist",english,latin
2131,m a s o c h i s t>,english,latin
2132,"ma$o,hist",english,latin
2133,"m a s o , h ! s t",english,latin
2134,m a s t e r - b a t e,english,latin
2135,mastter-bate,english,latin
2136,m @ s t e r - b a t e,english,latin
2137,ma$ter-bate,english,latin
2138,master-baate,english,latin
2139,m @ s t e r b 8,english,latin
2140,m@steerb8,english,latin
2141,mas*%rb8:,english,latin
2142,masterb8<,english,latin
2143,m@sterb8,english,latin
2144,mmasterbat*_,english,latin
2145,masterbat*],english,latin
2146,ma$terbat*,english,latin
2147,m@sterbat*,english,latin
2148,m@st%rb@t*,english,latin
2149,mast%%rbat3,english,latin
2150,m a s t e r b a t 3,english,latin
2151,m a s * e r b a * 3;,english,latin
2152,m a $ t e r b a t 3?,english,latin
2153,masterbatte,english,latin
2154,m @ ss t e r b a t e,english,latin
2155,m a s t e r b a t  e?,english,latin
2156,m@sterbate,english,latin
2157,m a $ t e r b a t i  ( n,english,latin
2158,mas*erbation,english,latin
2159,m a s * e r b a t i ( n,english,latin
2160,m a s t e r  b a t i o n},english,latin
2161,m@steerbations,english,latin
2162,m a s t % r b a t i o n s&,english,latin
2163,m a s t % r b a t i ( n s],english,latin
2164,m a s t e r b a t ! ( n s,english,latin
2165,m a $ t u r b a t e,english,latin
2166,m @ s t _ r b a t e@,english,latin
2167,m a s * u r b a * e,english,latin
2168,mendh@k ki aulad[,hindi,latin
2169,m e n d h a k   k !   a u l a d,hindi,latin
2170,mendhak k! aulad,hindi,latin
2171,m e n d h a k   k i   a u l a d,hindi,latin
2172,m%ndha; ki zat!,hindi,latin
2173,m e n d h a k   k i   z a t[,hindi,latin
2174,mendha; ki zat,hindi,latin
2175,mendh@; ki zat,hindi,latin
2176,m o - f o[,english,latin
2177,mo-^o,english,latin
2178,m o - ^ o,english,latin
2179,m o - f o>,english,latin
2180,m o f 0?,english,latin
2181,m o f 0[,english,latin
2182,m(fo,english,latin
2183,m o f o,english,latin
2184,"m o f o,",english,latin
2185,m ( ff o,english,latin
2186,mot#afuck|,english,latin
2187,mot#@fuck[,english,latin
2188,mothafuc;,english,latin
2189,mmothafuck,english,latin
2190,"mothafu,k",english,latin
2191,mothafuc;a&,english,latin
2192,"mo*ha^u,ka",english,latin
2193,m o t h @ f u c k a+,english,latin
2194,m o t h a ^ _  c k a,english,latin
2195,"mo*ha^u,kkas",english,latin
2196,m o * # a f u c k a s%,english,latin
2197,m(tthafuc;as,english,latin
2198,mothafucka$%,english,latin
2199,"motha^uckas,",english,latin
2200,mothaf_ckaz),english,latin
2201,"mot#afu,kaz",english,latin
2202,m o * h a f u c k a z,english,latin
2203,m ( t # @ f u c k a z,english,latin
2204,motha^uckaz+,english,latin
2205,"m o t h a ^ u , k e d",english,latin
2206,"m(*hafu,ked",english,latin
2207,m o * h a f u c k e d,english,latin
2208,m o t h a f u c ; e d,english,latin
2209,mott#af_cked,english,latin
2210,mot#af_ckker,english,latin
2211,m o * h a f u c k e r,english,latin
2212,mm o t h a f u c k e r:,english,latin
2213,m o t h a f u c ; e r,english,latin
2214,mot#@f_cker,english,latin
2215,mmothafuc;ers,english,latin
2216,mo*haf_ck%rs,english,latin
2217,motha^ucker$,english,latin
2218,m o t h a f u c k e r s,english,latin
2219,m o * h a f u c k % r s,english,latin
2220,mothafuck!n?,english,latin
2221,"m o t h @ f u , k i n",english,latin
2222,mo*hafuckin-,english,latin
2223,moth@fuckin>,english,latin
2224,m o t # a f u c k ! n+,english,latin
2225,m o t h a ^ u c ; ! n g,english,latin
2226,m o t h a ^ u c ; i n g,english,latin
2227,m o * # a f u c  k i n g,english,latin
2228,mothafuc;ing,english,latin
2229,"mothaf_,;ing",english,latin
2230,m(thafucking$;,english,latin
2231,m ( * h a f u c ; i n g s.,english,latin
2232,m o t h a f u c k i n g $,english,latin
2233,mothafuc;ings,english,latin
2234,mo*#@fuckings,english,latin
2235,m o t # a f u c k s,english,latin
2236,m o t # @ f u c k s,english,latin
2237,m ( * # a f u c k s},english,latin
2238,m o t # a ^ u c ; s,english,latin
2239,"m ( t h @ f u c k s,",english,latin
2240,m(*her fucker,english,latin
2241,m ( t # e r   f u c k e r,english,latin
2242,m o * h e r   f u c k e r,english,latin
2243,m o * # e r   ^ u c k e  r},english,latin
2244,"mot#er fu,keer",english,latin
2245,m o * h e r f u c ;.,english,latin
2246,m ( t h e r f uu c k,english,latin
2247,m o t # e r f _ c k&,english,latin
2248,m(th%rfuck,english,latin
2249,m o * h e r f _ c k,english,latin
2250,mot#erfuccked,english,latin
2251,mother^uucked<,english,latin
2252,"m(ther^u,ked",english,latin
2253,mo*herfucked,english,latin
2254,m(therfuc;ed:,english,latin
2255,m o t h e r ff _ c ; e r,english,latin
2256,moth%r^ucker,english,latin
2257,motherf_cker,english,latin
2258,m o t h % r f u c k e r,english,latin
2259,m o * h e r f u c k e r,english,latin
2260,motherfuc;ers:,english,latin
2261,m(therfuckers},english,latin
2262,m o t h e r f u c k e r $,english,latin
2263,motherfuc;ers,english,latin
2264,moth%rfucker$|,english,latin
2265,m o t # e r f u c k ! n,english,latin
2266,"m o t h e r f u , k ! n",english,latin
2267,mootherfuc;in<,english,latin
2268,mot#erfuc;in!,english,latin
2269,moth%rfuckin,english,latin
2270,"mot#erfu,king>",english,latin
2271,mother^uck!ng,english,latin
2272,m o t # e r ^ _ c k i n g^,english,latin
2273,m o t h e r f u c k i n g,english,latin
2274,m o t # e r f u c k i n  g,english,latin
2275,m o * h e r f u c k i n g $,english,latin
2276,m o t h e r f u c k i n g s,english,latin
2277,mother^uckingg$,english,latin
2278,motherf_ckings,english,latin
2279,m o t h % r f u c k k a,english,latin
2280,motherfuckka:,english,latin
2281,"m o t # e r f u , k k a)",english,latin
2282,m ( t # e r f u c k k a,english,latin
2283,motther^uckka,english,latin
2284,m o t # e r ^ _ c k s,english,latin
2285,"mot#erfucks,",english,latin
2286,m o t h e r f u c ; s_,english,latin
2287,motherfuc;s,english,latin
2288,mot#%rffucks@,english,latin
2289,muff),english,latin
2290,mufff!,english,latin
2291,m_^f,english,latin
2292,muth marna=,hindi,latin
2293,m u t #   m a r n a,hindi,latin
2294,muthh marna,hindi,latin
2295,m u t h   m a r n aa#,hindi,latin
2296,m_th mmarna#,hindi,latin
2297,m u * h a|,english,latin
2298,m _ t h a,english,latin
2299,mu*#a,english,latin
2300,m u t h @,english,latin
2301,m u t h @ f e cc k e r?,english,latin
2302,"m u t # a f e , k e r(",english,latin
2303,m u t # a f e c k e r,english,latin
2304,m u t # a f % c ; e r,english,latin
2305,mutha^ecker,english,latin
2306,mu*haffuckker,english,latin
2307,m _ * h a f u c k k e r,english,latin
2308,m _ t # a f u c k k e r&,english,latin
2309,mmuth@fuckker,english,latin
2310,"m uu t h a f u , k k e r",english,latin
2311,mut#%r,english,latin
2312,mu*her,english,latin
2313,m u t h e r?,english,latin
2314,m u t h e r ^ u c k  e r],english,latin
2315,m u * h e r ^ u c k e r,english,latin
2316,mut#erfucker,english,latin
2317,mutherfuckeer?,english,latin
2318,"m u t h % r f u , k e r",english,latin
2319,muthi;,hindi,latin
2320,m u t h i,hindi,latin
2321,mm u t # !],hindi,latin
2322,mutthi,hindi,latin
2323,muttth@l,hindi,latin
2324,m_tthal,hindi,latin
2325,mutth@l@,hindi,latin
2326,m_tthal$,hindi,latin
2327,n 1 g g a,english,latin
2328,n1gg@,english,latin
2329,n1gger=,english,latin
2330,n1gger;,english,latin
2331,n 1 g g e r,english,latin
2332,n a z !$,english,latin
2333,naz!,english,latin
2334,n a z i,english,latin
2335,n i g g 3 r=,english,latin
2336,nn i g g 3 r,english,latin
2337,n i g g 4 #<,english,latin
2338,nigg4#,english,latin
2339,nigg44h;,english,latin
2340,nn ! g g 4 h,english,latin
2341,n!gg4#,english,latin
2342,n ! g g a,english,latin
2343,nigg@,english,latin
2344,n i g  g @,english,latin
2345,n i g g @,english,latin
2346,n i g g @ h;,english,latin
2347,n i g g @ h,english,latin
2348,niiggah,english,latin
2349,n i g g aa #,english,latin
2350,nigg@h^,english,latin
2351,niggas],english,latin
2352,n i g g a s,english,latin
2353,nigga$,english,latin
2354,n i g g @ s,english,latin
2355,n i gg g @ s,english,latin
2356,niggaz.,english,latin
2357,n i g g a z,english,latin
2358,n i g g a z!,english,latin
2359,nnigg@z,english,latin
2360,n i g g e r,english,latin
2361,n ! g g e r,english,latin
2362,n!gger,english,latin
2363,nigger$-,english,latin
2364,n i g g e r s#,english,latin
2365,niggg%r$,english,latin
2366,n o  b,english,latin
2367,n o b,english,latin
2368,nob jok%y,english,latin
2369,nob jookey,english,latin
2370,n o b   j o k % y,english,latin
2371,n o b   j oo k e y,english,latin
2372,n ( b # e a d,english,latin
2373,n o b h ee @ d,english,latin
2374,nob#e@d,english,latin
2375,nob#e@d#,english,latin
2376,nobhead^,english,latin
2377,"n(bjo,ky}",english,latin
2378,"nobjo,ky",english,latin
2379,n o b j o c ; y],english,latin
2380,nnobjocky),english,latin
2381,nobjok%y(,english,latin
2382,nobjo;ey#,english,latin
2383,nobjokey?,english,latin
2384,numbnut$,english,latin
2385,n _ m b n u t s,english,latin
2386,n _ m b n u t $,english,latin
2387,n u m b n u t s,english,latin
2388,n u t s a c k,english,latin
2389,"n u t s a c k,",english,latin
2390,n u * ss a c k,english,latin
2391,nu*sac;,english,latin
2392,o r g a s i m<,english,latin
2393,( r g a $ i m$,english,latin
2394,(rgasim,english,latin
2395,o r g a $ i m s,english,latin
2396,o r g a s i  m s(,english,latin
2397,orga$iims!,english,latin
2398,o r g a s ! m s,english,latin
2399,( r g a s m,english,latin
2400,o r g a s m,english,latin
2401,(rgasmm(,english,latin
2402,o r g @ s m s,english,latin
2403,orgassms,english,latin
2404,org@sms},english,latin
2405,o r g a s m s{,english,latin
2406,p 0 r n,english,latin
2407,p0rn],english,latin
2408,p  0 r n_,english,latin
2409,p00rn,english,latin
2410,p 0 r n<,english,latin
2411,p @ w n,english,latin
2412,p a w n,english,latin
2413,p a ww n,english,latin
2414,pawn;,english,latin
2415,"pe,;er]",english,latin
2416,peckker,english,latin
2417,"p % c k % r,",english,latin
2418,pen!s],english,latin
2419,p e n i $,english,latin
2420,p e n i s,english,latin
2421,p e n ! s+,english,latin
2422,p e n ii s,english,latin
2423,penisfuc;er,english,latin
2424,penisfuckerr-,english,latin
2425,penisfuc;er#,english,latin
2426,p e n i s f u c k e r,english,latin
2427,p h o n e $ e x,english,latin
2428,p ## o n e s e x,english,latin
2429,p h o n % s e x*,english,latin
2430,ph(nesex,english,latin
2431,"ph_,k",english,latin
2432,ph_ck,english,latin
2433,p h _  c ;,english,latin
2434,phuc;,english,latin
2435,p # u k:,english,latin
2436,p h u k,english,latin
2437,phhuk,english,latin
2438,p # u k,english,latin
2439,p # u ;,english,latin
2440,p#uked,english,latin
2441,phuked:,english,latin
2442,p h u k e d?,english,latin
2443,p h u  k e d,english,latin
2444,phu;ed,english,latin
2445,ph_king,english,latin
2446,p h u k i n g&,english,latin
2447,phu;ing,english,latin
2448,p h u k i n g,english,latin
2449,ph_kked,english,latin
2450,p#ukked,english,latin
2451,p  h u k k i n g<,english,latin
2452,p # u ; k i n g,english,latin
2453,p h _ k k i n g,english,latin
2454,phukking^,english,latin
2455,phukks,english,latin
2456,p#uks,english,latin
2457,p h u k s,english,latin
2458,p h u q,english,latin
2459,pphuq,english,latin
2460,p h _ q,english,latin
2461,pigfuck%r,english,latin
2462,"pig^u,ker",english,latin
2463,pigfuucker,english,latin
2464,pigf_cker,english,latin
2465,pigfuckk%r,english,latin
2466,p i m p i s,english,latin
2467,p!!mpis-,english,latin
2468,p i m p i s},english,latin
2469,piss},english,latin
2470,p!ss,english,latin
2471,p ! $ $,english,latin
2472,p i s s,english,latin
2473,p!ssed,english,latin
2474,pissed#,english,latin
2475,p i  s s % d,english,latin
2476,p i s s e d,english,latin
2477,p!ssed@,english,latin
2478,p i s s e r,english,latin
2479,pisseer%,english,latin
2480,p i s s e r.,english,latin
2481,p i $ s % r s,english,latin
2482,p i s s e r s,english,latin
2483,pissers;,english,latin
2484,p ! s s e r s@,english,latin
2485,"p i s s  e s,",english,latin
2486,p i s s e s[,english,latin
2487,p i s s e s,english,latin
2488,pisses:,english,latin
2489,piss^laaps,english,latin
2490,p i s s ^ l @ p s#,english,latin
2491,pissfl@ps,english,latin
2492,pissflaps_,english,latin
2493,p!$sflaps,english,latin
2494,p ! s s i n,english,latin
2495,p i s ss i n,english,latin
2496,p i s s i n$,english,latin
2497,pii$sin[,english,latin
2498,pii$sin,english,latin
2499,p ! s s i n g,english,latin
2500,p i s s i n g,english,latin
2501,pi$sinng,english,latin
2502,p!ssing,english,latin
2503,p!ssoff,english,latin
2504,"pi$soff,",english,latin
2505,pii$soff&,english,latin
2506,piss(fff@,english,latin
2507,p o o p,english,latin
2508,p o o p#,english,latin
2509,poop<,english,latin
2510,p o r n$,english,latin
2511,p o r n,english,latin
